Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,How do you brew coffee at home?,How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,What else do you add to your coffee?,What kind of dairy do you add?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?","Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Employment Status,Number of Children,Political Affiliation
J2kEDz,45-54 years old,1,"At the office, At home","Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer",,Coffee creamer,Nutty,Somewhat strong,Medium,Decaf,5,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,2,Independent
24x9Lg,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,Juicy,Somewhat strong,Light,Full caffeine,6,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,No affiliation
0EjYb6,35-44 years old,3,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,Fruity,Medium,Light,Full caffeine,8,Coffee C,Coffee D,Coffee D,I primarily work in person,>$100,,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Independent
ZdRb6a,25-34 years old,2,At home,"Espresso, Pour over",,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Whole milk, Oat milk",Nutty,Somewhat strong,Medium,Full caffeine,7,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Independent
WApbdP,25-34 years old,3,"At the office, At home",Other,Aeropress,,,Espresso,,No - just black,,,Floral,Medium,Light,Full caffeine,7,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,No,$8-$10,More than $20,No,$300-$500,Yes,Male,Bachelor's degree,Hispanic/Latino,Employed full-time,1,Democrat
24xY69,18-24 years old,2,At home,"French press, Cold brew",,,,Cold brew,,"Milk, dairy alternative, or coffee creamer",,Half and half,Chocolatey,Somewhat strong,Medium,Full caffeine,2,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,,Yes,$20-$50,Yes,Male,Some college or associate's degree,Asian/Pacific Islander,Student,None,No affiliation
RzBqWd,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,Fruity,Medium,Light,Full caffeine,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,,Yes,Yes,$4-$6,$6-$8,,$100-$300,Yes,Male,,,,,
RzBqLv,25-34 years old,More than 4,"At home, At the office, At a cafe","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,,,Espresso,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,5,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,High school graduate,White/Caucasian,Employed full-time,None,No affiliation
oAV8d5,35-44 years old,3,"At home, At a cafe",French press,,,,Americano,,No - just black,,,Nutty,Very strong,Medium,Full caffeine,7,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,2,Democrat
oAV8OM,25-34 years old,2,At home,"Pour over, Espresso, Cold brew",,,,Pourover,,No - just black,,,Fruity,Somewhat light,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,More than 3,Independent
AlbYyW,25-34 years old,1,At the office,,,,,Mocha,,Sugar or sweetener,,,Floral,Somewhat strong,Light,Full caffeine,4,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
KMB4kk,25-34 years old,1,"At the office, At home","Cold brew, Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso), Other",Moka pot,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, No - just black",,"Skim milk, Soy milk",Chocolatey,Medium,Light,Full caffeine,3,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,,Yes,No,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,None,Democrat
42N0Kd,18-24 years old,2,"At home, At the office, At a cafe","French press, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,Whole milk,Full Bodied,Somewhat strong,Medium,Full caffeine,7,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Independent
0Ej0VZ,25-34 years old,1,At home,"French press, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Almond milk, Skim milk, Whole milk",Sweet,Medium,Medium,Full caffeine,6,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,,Yes,No,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,Some college or associate's degree,White/Caucasian,Employed part-time,None,Democrat
rlrQQo,35-44 years old,1,"At home, On the go, At a cafe",Instant coffee,,"Specialty coffee shop, Local cafe",,Latte,,"Milk, dairy alternative, or coffee creamer",,Oat milk,Nutty,Somewhat strong,Dark,Half caff,7,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,No,$8-$10,$6-$8,Yes,Less than $20,Yes,Female,Master's degree,Other,Employed full-time,None,Democrat
vNx84X,35-44 years old,2,At home,Espresso,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,Fruity,Very strong,Light,Full caffeine,7,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,,Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",No,Male,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,3,Democrat
OABxLk,25-34 years old,1,"At a cafe, At home","Pour over, Espresso",,,,Iced coffee,,No - just black,,,Fruity,Medium,Light,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Student,None,Independent
MAd2V0,25-34 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,Bold,Somewhat strong,Dark,Full caffeine,4,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,,Yes,No,$6-$8,$8-$10,No,Less than $20,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
8dpbGk,25-34 years old,2,"At home, At a cafe","Pour over, Espresso, French press",,,,Espresso,,No - just black,,,Floral,Medium,Nordic,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
zKQ8ja,25-34 years old,1,"At the office, At home",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer, No - just black",,Whole milk,Chocolatey,Somewhat strong,Medium,Full caffeine,7,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,Other,Employed full-time,None,
YZzBLJ,35-44 years old,1,At home,Cold brew,,,,Cold brew,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Whole milk, Flavored coffee creamer",Caramalized,Somewhat strong,Medium,Full caffeine,5,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,,No,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
QABNdl,25-34 years old,3,At home,"Pour over, French press, Espresso",,,,Cortado,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Whole milk,Chocolatey,Medium,Medium,Full caffeine,5,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,
8dpbko,25-34 years old,2,At home,Espresso,,,,Espresso,,No - just black,,,Fruity,Very strong,Light,Full caffeine,7,Coffee B,Coffee A,Coffee B,I primarily work from home,>$100,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
XeB6Ee,25-34 years old,4,"At home, At the office",Bean-to-cup machine,,,,Americano,,No - just black,,,Sweet,Very strong,Light,Full caffeine,6,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,1,Democrat
KMBroK,25-34 years old,Less than 1,"At home, On the go",Pour over,,"National chain (e.g. Starbucks, Dunkin)",,Latte,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Flavored coffee creamer, Oat milk",Caramalized,Weak,Medium,Decaf,1,Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,,No,No,$6-$8,$6-$8,No,Less than $20,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,No affiliation
24x9rg,35-44 years old,1,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Cortado,,No - just black,,,Fruity,Somewhat strong,Light,Half caff,6,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,2,No affiliation
dY2JjD,25-34 years old,2,"At the office, At home","Pour over, Espresso",,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,Fruity,Medium,Light,Full caffeine,8,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,Master's degree,White/Caucasian,Employed full-time,1,Democrat
LdMjyz,18-24 years old,1,At home,"Pour over, Coffee extract (e.g. Cometeer)",,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Medium,Full caffeine,8,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,High school graduate,White/Caucasian,Employed full-time,None,No affiliation
9dJYM1,55-64 years old,4,"At home, At the office, On the go, At a cafe","Espresso, French press, Pour over",,"Specialty coffee shop, Local cafe",,Americano,,No - just black,,,Bright,Medium,French,Full caffeine,7,Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,More than 3,Republican
kYR4rj,25-34 years old,2,"At home, At the office, At a cafe, On the go","Espresso, Pour over, French press",,Local cafe,,Americano,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,8,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,,Yes,Yes,$4-$6,$8-$10,Yes,$50-$100,Yes,Male,Bachelor's degree,Other,Employed full-time,None,Republican
pLPN7q,35-44 years old,1,"At home, At a cafe","Pour over, Espresso, French press, Cold brew, Other","Mokapot, aeropress",,,Pourover,,No - just black,,,Juicy,Somewhat strong,Light,Full caffeine,8,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,More than $20,More than $20,,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
6dQ0eO,25-34 years old,Less than 1,"At the office, At home","Espresso, Cold brew",,,,Cold brew,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Whole milk, Half and half",Sweet,Somewhat strong,Medium,Full caffeine,3,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,,Yes,No,$10-$15,$10-$15,,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
42NlLd,25-34 years old,2,"At home, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,Caramalized,Medium,Medium,Full caffeine,4,Coffee B,Coffee A,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
LdMxaj,25-34 years old,2,"At home, At a cafe","Pour over, Other",Clever ,,,Cortado,,No - just black,,,Fruity,Somewhat strong,Medium,Full caffeine,6,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Independent
BGbJZ4,35-44 years old,2,At home,"Bean-to-cup machine, Pour over",,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",,Half and half,Fruity,Medium,Blonde,Half caff,8,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
J2kER7,55-64 years old,2,"At home, At the office","French press, Coffee brewing machine (e.g. Mr. Coffee), Other",Moka pot,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Full Bodied,Very strong,Dark,Full caffeine,7,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Independent
eBxgQO,25-34 years old,Less than 1,None of these,,,,,Blended drink (e.g. Frappuccino),,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, Flavor syrup",,"Whole milk, Half and half, Coffee creamer",Sweet,Weak,Italian,Decaf,1,Coffee A,Coffee D,Coffee A,I do a mix of both,<$20,I don't,No,No,More than $20,More than $20,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
J2kELz,25-34 years old,2,At home,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Cold brew",,,,Mocha,,"No - just black, Sugar or sweetener",,,Bright,Somewhat strong,Medium,Full caffeine,5,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Non-binary,High school graduate,White/Caucasian,Employed part-time,None,No affiliation
LdMjqJ,35-44 years old,More than 4,On the go,,,Specialty coffee shop,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Nutty,Somewhat strong,Light,Full caffeine,8,Coffee B,Coffee A,Coffee A,I primarily work in person,>$100,,Yes,Yes,More than $20,$10-$15,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat
oAVNeM,45-54 years old,3,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Espresso,,No - just black,,,Bright,Somewhat strong,Medium,Full caffeine,6,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
oAVZ95,35-44 years old,2,"At home, At the office","Pour over, Espresso, Cold brew",,,,Pourover,,No - just black,,,Fruity,Medium,Light,Full caffeine,6,Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$4-$6,Yes,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
eBxGvE,25-34 years old,More than 4,"At home, On the go, At a cafe, At the office","Pour over, Espresso, French press, Other",Aeropress,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop",,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,8,Coffee A,Coffee D,Coffee D,,$60-$80,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Non-binary,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
g5NPYO,25-34 years old,3,"At a cafe, At the office, On the go, At home","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Pour over",,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Oat milk,Chocolatey,Somewhat strong,Medium,Full caffeine,7,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,,Yes,No,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
xdNbxo,45-54 years old,2,"At home, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,,,Espresso,,"Milk, dairy alternative, or coffee creamer",,Almond milk,Full Bodied,Medium,Light,Full caffeine,6,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Female,Some college or associate's degree,White/Caucasian,Unemployed,None,Democrat
zKQ8ZZ,35-44 years old,3,"At home, On the go, At a cafe, At the office","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press",,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,6,Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat
rlrQxl,25-34 years old,2,"At the office, At home, At a cafe","Pour over, French press",,,,Regular drip coffee,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Half and half, Whole milk, Almond milk",Fruity,Somewhat strong,Light,Full caffeine,8,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$6-$8,No,$300-$500,Yes,Prefer not to say,,,,,
VZ1W8N,25-34 years old,2,"At home, At a cafe","Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press, Pour over",,,,Latte,,No - just black,,,Chocolatey,Medium,Medium,Full caffeine,8,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,,,,,,
WAp6PN,25-34 years old,2,"At the office, At home, At a cafe, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso",,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru",,Pourover,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,8,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,,Yes,Yes,$8-$10,$15-$20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Hispanic/Latino,Student,None,No affiliation
DVvo9l,25-34 years old,3,"On the go, At home","French press, Espresso, Cold brew",,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",,"Whole milk, Oat milk",Caramalized,Somewhat strong,Medium,Full caffeine,6,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,No,$6-$8,$6-$8,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat
ylqAdB,>65 years old,More than 4,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Regular drip coffee,,No - just black,,,Full Bodied,Very strong,French,Full caffeine,5,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,,Yes,No,$4-$6,$2-$4,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Retired,More than 3,Republican
rlrQP2,25-34 years old,3,"At the office, At home",Pour over,,,,Regular drip coffee,,No - just black,,,Bright,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,,,,,,,,,,,,,,,,
EPbo0L,35-44 years old,More than 4,"At the office, At home, On the go","Pour over, Cold brew, Other",moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe",,Iced coffee,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,8,Coffee C,Coffee A,Coffee C,I primarily work in person,$80-$100,,Yes,Yes,More than $20,More than $20,Yes,$500-$1000,Yes,Male,Master's degree,Asian/Pacific Islander,Employed full-time,None,No affiliation
ylqAY6,25-34 years old,1,"At home, At a cafe",French press,,,,Regular drip coffee,,No - just black,,,Full Bodied,Medium,Medium,Full caffeine,2,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,No,$6-$8,$8-$10,No,$100-$300,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
AlbR7B,25-34 years old,3,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,,,Regular drip coffee,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,Master's degree,White/Caucasian,Student,None,Republican
EPbVxA,18-24 years old,Less than 1,"At a cafe, At home","Espresso, Cold brew",,,,Cortado,,"No - just black, Flavor syrup",,,Juicy,Medium,Light,Full caffeine,6,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
